Variable Name;Variable File;Variable Line;Fault Injection Time(s);Injection Time Interval;Fault Model
i;cooley_tukey.cpp;83;6.822351932525635;0-7;Double bit-flip
matrix;cooley_tukey.cpp;28;3.2448623180389404;0-7;Double bit-flip
matrix;cooley_tukey.cpp;28;3.2576191425323486;0-7;Double bit-flip
matrix;cooley_tukey.cpp;28;1.3055896759033203;0-7;Double bit-flip
matrix;cooley_tukey.cpp;28;3.162616491317749;0-7;Double bit-flip
size;cooley_tukey.cpp;53;2.6252975463867188;0-7;Double bit-flip
n;cooley_tukey.cpp;28;1.6304426193237305;0-7;Double bit-flip
matrix;cooley_tukey.cpp;28;3.1794049739837646;0-7;Double bit-flip
n;cooley_tukey.cpp;28;2.3219850063323975;0-7;Double bit-flip
sinix;s_cexp.c;40;2.491006851196289;0-7;Double bit-flip
size;cooley_tukey.cpp;53;1.8562331199645996;0-7;Double bit-flip
n;cooley_tukey.cpp;28;2.838045120239258;0-7;Double bit-flip
sinix;s_cexp.c;40;1.5280146598815918;0-7;Double bit-flip
i;cooley_tukey.cpp;83;7.266801118850708;0-7;Double bit-flip
__z;/usr/include/c++/6/complex;1321;2.5307555198669434;0-7;Double bit-flip
matrix;cooley_tukey.cpp;28;1.6027858257293701;0-7;Double bit-flip
matrix;cooley_tukey.cpp;28;1.0095221996307373;0-7;Double bit-flip
sinix;s_cexp.c;40;2.659968376159668;0-7;Double bit-flip
this;cooley_tukey.cpp;0;2.9034581184387207;0-7;Double bit-flip
n;cooley_tukey.cpp;28;2.6350817680358887;0-7;Double bit-flip
matrix;cooley_tukey.cpp;28;2.4857962131500244;0-7;Double bit-flip
n;cooley_tukey.cpp;28;2.823822021484375;0-7;Double bit-flip
n;cooley_tukey.cpp;28;1.5057995319366455;0-7;Double bit-flip
matrix;cooley_tukey.cpp;28;3.1048247814178467;0-7;Double bit-flip
size;cooley_tukey.cpp;53;2.6795053482055664;0-7;Double bit-flip
i;cooley_tukey.cpp;83;4.419026613235474;0-7;Double bit-flip
n;cooley_tukey.cpp;28;3.1997621059417725;0-7;Double bit-flip
i;cooley_tukey.cpp;35;2.1222875118255615;0-7;Double bit-flip
matrix;cooley_tukey.cpp;28;1.5521466732025146;0-7;Double bit-flip
matrix;cooley_tukey.cpp;28;1.1288337707519531;0-7;Double bit-flip
i;cooley_tukey.cpp;83;7.523744821548462;0-7;Double bit-flip
